OBJECTID,description,tags,lat_wgs,lon_wgs,pov_exp,heading,orgid,nid,captions,scene,label
1,,GENERAL,30.519417667399999,114.201244513999995,2.000000000000000,30.000000000000000,10141003150524105621504.000000000000000,10141003150524105323600_right_285.jpg,a sign that is on the ground near a tree;a sign that is on the side of a tree;a sign that is on the side of the road;a sign that is on the side of the street;a sign that is on the ground next to a tree,a white bus driving down a street next to a tree ; a road with a car driving down the road ; a parking lot with a large building in the background ; a sign that is on the ground near a tree,4
238,罗家嘴路,GENERAL,30.637048321900000,114.255081453000003,2.000000000000000,60.000000000000000,10141050150618134478848.000000000000000,10141050150618135412700_right_331.jpg,a building that has a bunch of graffiti on it;a building that has a bunch of signs on it;a couple of signs that are on the side of a building;a building that has a sign that says UNK;a couple of signs that are on the side of a wall,a city street with tall buildings and trees ; a person riding a bike down a sidewalk ; a man standing next to a parked white car ; a building that has a bunch of graffiti on it,2
239,,GENERAL,30.609421058700001,114.226419043999996,2.000000000000000,346.000000000000000,10141022121208112480256.000000000000000,10141022121208113220700_right_95.jpg,a white car parked in front of a building;a white van parked in front of a building;a white car parked next to a building;a white car parked in front of a brick building;a white car parked in front of a brick wall,a row of buildings on a city street ; a gate that is next to a building ; there is a wall with signs on it ; a white car parked in front of a building,6
240,二七路,GENERAL,30.629179285700001,114.290044488000007,2.000000000000000,72.000000000000000,10141103150611145162752.000000000000000,10141103150611145238400_right_270.jpg,a person riding a bike on a city street;a person riding a bike down a city street;a person on a bike rides down a street;a person riding a bike down a street next to a building;a person riding a bike down a street near a building,a couple of cars parked in a parking lot ; a white car driving down a street under a bridge ; a view of a street from the side of a building ; a person riding a bike on a city street,2
241,解放路,GENERAL,30.556264562199999,114.296552194000000,2.000000000000000,0.000000000000000,10141003150327132717056.000000000000000,10141003150327132249300_right_287.jpg,a street sign on a sidewalk in front of a store;a street scene with a store and a sign;a street sign on a sidewalk in front of a building;a street scene with a store and a street sign;a street scene with a store and a sign on the sidewalk,a busy city street with cars and pedestrians ; a blue car driving down a city street ; a street corner with a store and a bicycle ; a street sign on a sidewalk in front of a store,7
242,石牌岭路,GENERAL,30.522608709499998,114.335632903000004,2.000000000000000,6.000000000000000,10141003150324142178304.000000000000000,10141003150324141156700_right_90.jpg,a street view of a sidewalk in a city;a street view of a sidewalk and a store;a street view of a sidewalk in the middle of a city;a street view of a sidewalk in the middle of the day;a street view of a sidewalk in the middle of the city,a street with cars and people on it ; a couple of cars are driving down the street ; a person riding a scooter on a city street ; a street view of a sidewalk in a city,-1
243,汉阳大道,GENERAL,30.552887098000003,114.250447960000002,2.000000000000000,264.000000000000000,10141003150521144442880.000000000000000,10141003150521143827400_right_185.jpg,a bus parked in front of a bus stop;a bus parked on the side of the street;a bus parked on the side of the road;a bus parked on the side of a city street;a bus parked on the side of a street,a man riding a bike down the middle of a street ; a highway with buses cars and a bridge ; a group of people walking down a street ; a bus parked in front of a bus stop,2
244,,GENERAL,30.623623516100000,114.242951629999993,2.000000000000000,202.000000000000000,10141050150624155402240.000000000000000,10141050150624154442900_right_56.jpg,a view of a building from behind a fence;a fence next to a tree in a park;a fence next to a fence and a tree;a view of a building from behind a gate;a fence in front of a building with a fence,a street sign on a city road ; a long road with a long line of trees ; a city skyline with tall buildings in the background ; a view of a building from behind a fence,6
245,新湾路,GENERAL,30.637758117600001,114.251755261000000,2.000000000000000,81.000000000000000,10141050150618136576000.000000000000000,10141050150618135840500_right_140.jpg,a group of people crossing a city street;a group of people walking across a street;a group of people crossing a street next to tall buildings;a group of people crossing a street next to buildings;a group of people walking down a street next to tall buildings,a busy city street with cars and people ; a couple of people that are sitting in a cart ; a group of people walking down a city street ; a group of people crossing a city street,6
246,芦沟桥路,GENERAL,30.610066235000001,114.303383711999999,2.000000000000000,291.000000000000000,10141003150612102119424.000000000000000,10141003150612101959400_right_21.jpg,a picture of a building in the background;a building with a sign that says UNK UNK;a building with a sign that says UNK UNK UNK;a large building with a sign that says UNK UNK;a picture of a building in the background of a city,a car driving down a road next to a bus ; a bus driving down a street next to tall buildings ; a parking lot with a fence and trees ; a picture of a building in the background,4
247,单洞三路,GENERAL,30.586052688700001,114.273837749999998,2.000000000000000,203.000000000000000,10141035140623133310976.000000000000000,10141035140623133706400_right_211.jpg,a couple of cars driving down a city street;a couple of cars driving down a street;a couple of cars parked on the side of a street;a couple of cars parked on the side of a road;a couple of cars parked in front of a building,a group of people riding motorcycles on a city street ; a truck parked on the side of a street ; a man walking down a busy city street ; a couple of cars driving down a city street,2
248,,GENERAL,30.515617305700001,114.204347411000001,2.000000000000000,101.000000000000000,10141003150524101427200.000000000000000,10141003150524101304800_right_37.jpg,two men standing next to each other in front of a building;two people standing in front of a sign with a city in the background;two men standing next to each other in front of a sign;two men standing next to each other in front of a wall;two people standing in front of a sign with a city in the back ground,a white car driving down a street next to tall buildings ; a man walking down a sidewalk next to a street ; a group of men standing next to each other on a field ; two men standing next to each other in front of a building,10
249,,GENERAL,30.608482086700000,114.227586252999998,2.000000000000000,113.000000000000000,10141050150727115079680.000000000000000,10141050150727114326300_right_290.jpg,a blue and white sign and some buildings;a blue and white sign some buildings and trees;a blue and white sign some buildings and clouds;a blue and white sign and some buildings and clouds;a blue and white sign some buildings and a cloudy sky,a group of people walking down a sidewalk ; a parking lot with cars parked on it ; a large brown vase sitting on top of a table ; a blue and white sign and some buildings,6
250,,GENERAL,30.619738081900000,114.236312867999999,2.000000000000000,344.000000000000000,10141057150629120573440.000000000000000,10141057150629121226800_right_87.jpg,a bike is parked outside of a building;a green pole sitting next to a building;a bicycle is parked next to a building;a bike parked next to a building on a sidewalk;a bike parked next to a house next to a green pole,a car driving down a street next to tall buildings ; a building that has a door to the outside ; a car parked on the side of the road ; a white van parked in front of a building ; a car parked in front of a house ; a green pole sitting in front of a building ; a car parked in front of a house ; a bike is parked outside of a building,8
251,兴业路,GENERAL,30.637254280699999,114.283309196000005,2.000000000000000,249.000000000000000,10141050150531153002496.000000000000000,10141050150531152016400_right_292.jpg,a car driving down a road next to a bridge;a car driving down a road next to a building;a truck driving down a street next to a tall building;a truck driving down a street next to a bridge;a car driving down a street next to a tall building,a view of a city street from the side ; a street view of a building with graffiti on it ; a view of a city street from the sidewalk ; a car driving down a road next to a bridge,9
252,北湖东巷,GENERAL,30.605726037400000,114.269641113999995,2.000000000000000,324.000000000000000,10141022121127141441536.000000000000000,10141022121127141122800_right_55.jpg,a couple of people standing outside of a building;a couple of people sitting outside of a brick building;a person sitting on a bench in front of a building;a person sitting on a bench outside of a building;a person sitting on a bench outside a building,a building with a green sign hanging off the wall ; a building with many windows on the side of it ; a person is walking down a narrow street ; a couple of people standing outside of a building,6
253,白鹭街,GENERAL,30.555498893200003,114.337252194000001,2.000000000000000,301.000000000000000,10141003150324150566912.000000000000000,10141003150324151505600_right_210.jpg,a car parked in front of a building;a white car parked in front of a building;a car parked in front of a building near a tree;a car parked in front of a building next to a tree;a white car parked in front of a building next to a tree,a couple of cars driving down a street ; a blue and white bus driving down a street ; a city street with a large building in the background ; a car parked in front of a building,4
254,兰陵路,GENERAL,30.589946696900000,114.291721382000006,2.000000000000000,154.000000000000000,10141035140613100535808.000000000000000,10141035140613100115700_right_29.jpg,a couple of people standing outside of a store;two people standing outside of a store;a couple of people standing outside of a building;a couple of people standing outside of a shop;two people standing outside of a store front,a group of people walking down a street ; a city street with people walking on the sidewalk ; a white car parked in front of a building ; a couple of people standing outside of a store,6
255,振兴路,GENERAL,30.610228193699999,114.243751677999995,2.000000000000000,241.000000000000000,10141050150524112863232.000000000000000,10141050150524111904100_right_325.jpg,a couple of cars parked in front of a store;a couple of cars driving down a city street;a couple of cars driving down a street;a couple of cars that are sitting in the street;a couple of cars parked in front of a building,a person riding a bike on a city street ; a city street filled with traffic next to buildings ; a person riding a scooter on a city street ; a couple of cars parked in front of a store,2
256,,GENERAL,30.610269719500000,114.228657819000006,2.000000000000000,178.000000000000000,10141050150727115079680.000000000000000,10141050150727114616600_right_78.jpg,a couple of people sitting on top of a bench;a group of people sitting on a bench outside of a building;a couple of people sitting on top of a wooden bench;a couple of people sitting on top of a bench near a building;a couple of people sitting on top of a bench in a street,a narrow street with many fruits and vegetables ; a man walking down a street next to a tall building ; a man and a little girl walking down a street ; a couple of people sitting on top of a bench,-1
257,,GENERAL,30.580412444200000,114.218782380999997,2.000000000000000,47.000000000000000,10141150150725101158400.000000000000000,10141150150725101427600_right_36.jpg,a blue truck parked next to a building;a blue truck parked in front of a house;a blue truck parked in front of a building;a blue truck parked in front of a red brick building;a blue truck parked in front of a red building,a blue truck parked next to a fence ; a view of a street from the street ; a street light on the side of the road ; a blue truck parked next to a building,6
258,自由路,GENERAL,30.550733268399998,114.292469746999998,2.000000000000000,224.000000000000000,10141035140720143368192.000000000000000,10141035140720142514800_right_219.jpg,a group of people standing outside of a store;a group of people walking around a store;a group of people walking past a store;a group of people walking down a street;a group of people walking around a store front,a city street filled with lots of traffic ; a group of people walking down a city street ; there are many different colored umbrellas on display ; a group of people standing outside of a store,6
259,,GENERAL,30.606383894000000,114.287873414000003,2.000000000000000,229.000000000000000,10141050150708102299648.000000000000000,10141050150708101947900_right_116.jpg,a group of people standing around a store;a group of people standing in front of a building;a group of people standing in front of a store;a group of people standing around a street next to a building;a group of people standing in front of a store front,a woman walking down a sidewalk holding an umbrella ; a group of people walking down a street ; a street scene with umbrellas and cars in the background ; a group of people standing around a store,1
260,二七路,GENERAL,30.630839516799998,114.296333394000001,2.000000000000000,24.000000000000000,10141103150611145162752.000000000000000,10141103150611145126900_right_345.jpg,a view of a street corner in a small town;a view of a street with a few buildings in the background;a view of a street corner with buildings and trees;a view of a street corner with buildings and trees in the background;a view of a street with a few houses in the background,a view of a street from a train platform ; a street with cars driving under a bridge ; a car parked in front of a building ; a view of a street corner in a small town,5
261,罗七路,GENERAL,30.564844481700000,114.223725615999996,2.000000000000000,196.000000000000000,10141050150510122762240.000000000000000,10141050150510122549100_right_282.jpg,a couple of people that are standing in the street;a group of people walking across a street;a couple of people that are walking down the street;a couple of people that are walking on a sidewalk;a couple of people that are walking down a street,a white car driving down a street next to tall buildings ; a view of a city street with tall buildings ; a tree on the sidewalk of a city street ; a couple of people that are standing in the street,8
262,,GENERAL,30.550810676400001,114.242119244999998,2.000000000000000,277.000000000000000,10141058150725142446080.000000000000000,10141058150725143151700_right_305.jpg,a row of parked cars on a city street;a row of parked cars in a city;a row of parked cars on the side of a street;a street with cars parked on the side of the road;a street with cars parked on the side of it,a group of cars parked on a city street ; a white car parked in front of a building ; a group of cars driving down a street ; a row of parked cars on a city street,8
263,红光路,GENERAL,30.556833053300000,114.231402314999997,2.000000000000000,343.000000000000000,10141050150510114373632.000000000000000,10141050150510114532100_right_262.jpg,a city street filled with lots of traffic next to tall buildings;a city street filled with lots of traffic and tall buildings;cars are parked in a parking lot in the city;cars are parked in a parking lot in a city;a city street with parked cars and a building,a group of people walking down a street ; a row of umbrellas on a city street ; an image of a street with buildings in the background ; a city street filled with lots of traffic next to tall buildings,6
264,春蕾路,GENERAL,30.552282117200001,114.341757826000006,2.000000000000000,318.000000000000000,10141006121208144461824.000000000000000,10141006121208144153700_right_273.jpg,a group of people walking down a sidewalk;a man riding a bike down a busy street;a man riding a bike down a sidewalk next to tall buildings;a group of people standing on a sidewalk;a man riding a bike down a busy city street,a large group of people on a city street ; a crowd of people walking down a sidewalk ; a group of cars driving down a city street ; a group of people walking down a sidewalk,9
265,永清路,GENERAL,30.617219548000001,114.292886152999998,2.000000000000000,151.000000000000000,10141035140610154037248.000000000000000,10141035140610154109000_right_223.jpg,a black car driving down a street past a store;a man driving a car down a street;a black car driving down a street past a building;a black car driving down a street next to tall buildings;a black car driving down a street next to a store,a man is riding his bike down the street ; a man standing on the side of a busy street ; a car driving down a street in the rain ; a black car driving down a street past a store,2
266,,GENERAL,30.651073690499999,114.291141941000006,2.000000000000000,109.000000000000000,10141013121212123971584.000000000000000,10141013121212123327100_right_51.jpg,a white car parked in front of a building;a white car parked on the side of the road;a car parked on the side of the road;a white car parked on the side of a road;a white car parked on the side of a street,a view of a city from across the street ; a person sitting on a bench outside of a building ; a view of a city street with buildings in the background ; a white car parked in front of a building,6
267,舒家街,GENERAL,30.544384048200001,114.316185924999999,2.000000000000000,266.000000000000000,10141003150327101259776.000000000000000,10141003150327101606200_right_207.jpg,a group of people sitting outside of a building;a group of people sitting outside of a home;a couple of people sitting on a sidewalk in front of a building;a couple of people sitting on a sidewalk outside a building;a couple of people sitting on a sidewalk outside a home,a man riding a bike down a sidewalk ; a group of people walking down a sidewalk ; a view of a building from across the street ; a group of people sitting outside of a building,2
268,,GENERAL,30.588415920300001,114.252154628000000,2.000000000000000,166.000000000000000,10141113121230152531968.000000000000000,10141113121230151622300_right_155.jpg,a person standing in front of a building;a person walking in front of a building;a person standing in front of a doorway;a man walking down a street next to a tall building;a man walking down a street next to a building,an empty street with no cars on it ; a couple of cars parked in front of a building ; a street scene with a fence and trees ; a person standing in front of a building,0
269,球场横街,GENERAL,30.597047671999999,114.291193000999996,2.000000000000000,300.000000000000000,10141019131231124586496.000000000000000,10141019131231125226200_right_32.jpg,a person walking down a street next to tall buildings;a man walking down a street past tall buildings;a person walking on a city street near buildings;a person walking down a city street near tall buildings;a person walking on a city street near a building,a group of people walking down a sidewalk ; a group of people walking down a street ; a white car parked in front of a store front ; a person walking down a street next to tall buildings,6
270,后九万方路,GENERAL,30.621047475700003,114.286083860000005,2.000000000000000,359.000000000000000,10141050150708110688256.000000000000000,10141050150708110342300_right_289.jpg,a person sitting on a bench under an umbrella;a person sitting in front of a store with an umbrella;a couple of people sitting in front of a store;a person sitting on a bench with an umbrella;a person sitting in front of a store with a umbrella,a group of people walking down a sidewalk ; a group of people walking down a sidewalk ; a couple of people sitting outside of a store ; a person sitting on a bench under an umbrella,6
271,京汉大道,GENERAL,30.576032117200000,114.254958048000006,2.000000000000000,279.000000000000000,10141003150612104216576.000000000000000,10141003150612105220800_right_346.jpg,a blue car parked in front of a building;a blue car parked in front of a store front;a blue car parked in front of a store;a blue car parked outside of a store;a blue car parked in front of a restaurant,a couple of cars parked on the side of the road ; a person on a skateboard on a city street ; a person riding a bike on a city street ; a blue car parked in front of a building,2
272,宝裕路,GENERAL,30.577449373800000,114.256848520000005,2.000000000000000,314.000000000000000,10141013130122123804672.000000000000000,10141013130122123500700_right_85.jpg,a pile of trash sitting in front of a tall building;a pile of garbage sitting on the side of a road;a pile of garbage sitting in front of a building;a pile of garbage sitting in the middle of a street;a pile of garbage sitting on the side of a street,a group of people walking down a city street ; a person walking down a city street ; a group of people walking down a street ; a group of people walking down a sidewalk ; an alley way with a row of buildings ; a sign hanging off the side of a building ; a sign hanging off the side of a building ; a pile of trash sitting in front of a tall building,6
273,新五里后堤,GENERAL,30.521994892100000,114.252438631999993,2.000000000000000,70.000000000000000,10141019121209101516800.000000000000000,10141019121209102556300_right_143.jpg,there is a tree that is next to a wall;there is a tree that is in the yard;there is a tree that is in the grass;there is a tree that is next to a building;there is a tree that is next to a fence,a narrow alley way with a wooden fence ; a narrow street with a row of houses ; a building with a tree in front of it ; there is a tree that is next to a wall,6
274,,GENERAL,30.524178588700000,114.287850172000006,2.000000000000000,241.000000000000000,10141019131028095107072.000000000000000,10141019131028095229700_right_340.jpg,there is a bed in the middle of the room;there is a bed in the middle of the street;a room with a bed and a window;there is a bed in the middle of a room;there is a bed in the middle of an old building,a row of buildings with a red light hanging on them ; a group of people walking down a street ; a person walking down a sidewalk near buildings ; a couple of kids walking down a sidewalk ; a group of people walking around a fenced in area ; a man is walking down a narrow street ; a man walking down a sidewalk next to a building ; there is a bed in the middle of the room,-1
275,后湖大道,GENERAL,30.648929394200000,114.291335935999996,2.000000000000000,240.000000000000000,10141003150426132971520.000000000000000,10141003150426132723300_right_12.jpg,a green bus driving down a street next to tall buildings;a green bus driving down a city street;a bus driving down a street next to tall buildings;a green and white bus driving down a street;a green and white bus driving down a city street,two cars parked on the side of the road ; a person riding a bike on a city street ; a car driving down a street next to tall buildings ; a green bus driving down a street next to tall buildings,2
276,京汉大道,GENERAL,30.608805770800000,114.300972860000002,2.000000000000000,215.000000000000000,10141003150612102119424.000000000000000,10141003150612102456600_right_311.jpg,a couple of cars parked on a city street;a couple of cars parked on the side of a street;a couple of cars parked on the side of the road;a couple of cars parked on the side of the street;a street scene with focus on the parking meter,a city street with tall buildings in the background ; a car driving down a street past a tall building ; a bench in the middle of a wooded area ; a couple of cars parked on a city street,9
277,罗七路,GENERAL,30.565773778499999,114.223855184000001,2.000000000000000,307.000000000000000,10141050150510122762240.000000000000000,10141050150510122558300_right_72.jpg,a person walking down a sidewalk next to a building;a person walking down a sidewalk in the day;a person is walking down the street in the rain;a person is walking down the sidewalk in the rain;a person is walking down the street in front of a store,a car driving down a street near a traffic light ; a white car driving down a city street ; cars parked on the side of the street ; a person walking down a sidewalk next to a building,8
278,,GENERAL,30.516641847199999,114.202694600000001,2.000000000000000,143.000000000000000,10141003150524101427200.000000000000000,10141003150524101335100_right_28.jpg,a concrete fence in front of a city skyline;a concrete fence in front of a large city skyline;a concrete fence in front of a large building;a concrete fence in front of a big city skyline;a cement wall with a fence and trees in the background,a group of cars parked on the side of a road ; a group of people sitting outside of a building ; a couple of buildings that are next to a tree ; a concrete fence in front of a city skyline,6
279,,GENERAL,30.517915252400002,114.339912894999998,2.000000000000000,89.000000000000000,10141114121023125454848.000000000000000,10141114121023125251700_right_359.jpg,a field of grass with a building in the background;a grassy field with trees and buildings in the background;a grassy field with a fence and trees;a field of grass with a fence in the background;a field of grass with a building in the distance,a street with a few cars on it ; a view of a city street from the side ; a man is walking down the street with a suitcase ; a field of grass with a building in the background,11
280,Ｇ３１６,GENERAL,30.537805905799999,114.326276170000000,2.000000000000000,311.000000000000000,10141003150327101259776.000000000000000,10141003150327102249700_right_289.jpg,a group of people walking on a city street;a group of people walking down a street;a crowd of people walking around a building;a group of people walking down a sidewalk;a crowd of people walking on a sidewalk near a building,a couple of buses driving down a street ; a couple of people that are sitting in the street ; several cars parked on the side of the road ; a group of people walking on a city street,4
281,,GENERAL,30.487341127099999,114.264991073999994,2.000000000000000,56.000000000000000,10141019121129143402496.000000000000000,10141019121129142424500_right_324.jpg,a view of a building from the side;a view of a building from the side of a building;a view of a building from the side of a house;a view of a building from the bottom of it;a view of a building from the side of the street,a dirt road a building and some buildings ; a dirt road between two buildings on each side ; a dirt road with buildings on each side ; a dirt road between two buildings on both sides ; a person standing in a field with a building in the background ; a view of a building from across the street ; a field with a few buildings in the background ; a view of a building from the side,6
282,,GENERAL,30.565056407000000,114.224113189999997,2.000000000000000,44.000000000000000,10141058150713100599296.000000000000000,10141058150713101450700_right_36.jpg,a street with a building in the background;a street with a large building in the background;a large building with a city in the background;a cement wall with a large building in the background;a street with a building in the background and a fence in the background,a city street filled with traffic next to tall buildings ; a bus driving down a street next to tall buildings ; a city street with tall buildings in the background ; a street with a building in the background,4
283,马场一路,GENERAL,30.614934398700001,114.261987734000002,2.000000000000000,235.000000000000000,10141050150510152122368.000000000000000,10141050150510151403300_right_140.jpg,a city street filled with traffic surrounded by tall buildings;a city street filled with traffic next to tall buildings;a city street filled with traffic and tall buildings;a city street filled with lots of traffic;a group of cars parked on the side of a road,a city street filled with lots of traffic ; a city street filled with traffic surrounded by tall buildings ; several cars are parked in a parking lot ; a city street filled with traffic surrounded by tall buildings,6
284,友益街,GENERAL,30.595460175600000,114.294504259999997,2.000000000000000,60.000000000000000,10141050150625113800704.000000000000000,10141050150625113444700_right_238.jpg,a city street with cars buildings and people;a city street with a red car driving down it;a city street with cars and people walking on the sidewalk;a city street with cars buildings and people walking on the sidewalk;a city street with cars buildings and people walking on it,a white car parked in front of a store ; a street sign on a city street corner ; a white car driving down a street next to tall buildings ; a city street with cars buildings and people,8
285,中山大道,GENERAL,30.609482816700002,114.303641743000000,2.000000000000000,229.000000000000000,10141050150625113800704.000000000000000,10141050150625112859100_right_109.jpg,a man standing in front of a store front;a man standing in front of a red and white building;the front of a building with a large sign on it;a man standing in front of a red and white sign;a man standing in front of a building next to a street,a group of cars driving down a street ; a city street with many cars on it ; a fence that is next to a tree ; a man standing in front of a store front,10
286,石牌岭路,GENERAL,30.522238500600000,114.335568807000001,2.000000000000000,188.000000000000000,10141003150324142178304.000000000000000,10141003150324141140700_right_108.jpg,a yellow car driving down a city street;a yellow bus parked in front of a building;a yellow car driving down a street next to tall buildings;a yellow car driving down a street past a store;a yellow bus driving past a building next to a building,a group of people walking down a street ; a city street filled with traffic next to tall buildings ; a man riding a motorcycle down a street ; a yellow car driving down a city street,2
287,长港路,GENERAL,30.632686968900000,114.244184907999994,2.000000000000000,248.000000000000000,10141003150426112000000.000000000000000,10141003150426112333600_right_339.jpg,a car parked in front of a store;a car parked in front of a store front;a car parked in front of a store on a city street;a car parked in front of a building next to a tree;a car parked in front of a store on the street,a car parked on the side of the road ; a city street lined with parked cars and buildings ; two people riding a scooter on a city street ; a car parked in front of a store,-1
288,舒家街,GENERAL,30.543999049600000,114.317845339000002,2.000000000000000,191.000000000000000,10141003150327101259776.000000000000000,10141003150327101654600_right_6.jpg,a large building with a large blue cover;a large building with a large blue sign on it;a large building with a sign that says UNK;a large building with a sign that reads UNK UNK;a large building with a large blue sign on the side of it,a red truck parked on the side of a road ; a car driving down a street next to tall buildings ; a white truck parked in front of a building ; a large building with a large blue cover,8
289,高雄路,GENERAL,30.597311161699999,114.281062493999997,2.000000000000000,264.000000000000000,10141050150701110394880.000000000000000,10141050150701110428800_right_222.jpg,a city street filled with lots of traffic;a truck driving down a street past tall buildings;a truck driving down a city street next to tall buildings;a city street filled with lots of traffic under a traffic light;a city street filled with lots of traffic under traffic lights,a city street with buildings in the background ; a city street filled with traffic surrounded by tall buildings ; a store on the corner of a city street ; a city street filled with lots of traffic,6
290,兴业路,GENERAL,30.637055643099998,114.282497973000005,2.000000000000000,64.000000000000000,10141050150531144613888.000000000000000,10141050150531145206200_right_331.jpg,a white house sitting on the side of a street;a white house sitting on the side of a road;a white house sitting on the side of the road;a white house sitting on a sidewalk next to a street;a white house sitting on a sidewalk in front of a tree,a road that has a car driving down it ; a city street with tall buildings in the background ; an empty city street with buildings in the background ; a white house sitting on the side of a street,0
291,黎黄陂路,GENERAL,30.590227384100000,114.293776459000000,2.000000000000000,260.000000000000000,10141035140613096341504.000000000000000,10141035140613095651900_right_39.jpg,a little boy that is standing in the street;a young boy standing next to a yellow fire hydrant;a little boy that is standing in the middle of the street;a little boy standing in the middle of a street;a little boy that is standing in the middle of a sidewalk,a man riding a motorcycle down a street ; a man is crossing the street in front of cars ; a group of people riding bikes down a street ; a man standing in the middle of the street ; a man sitting in front of a building talking on a cell phone ; a couple of people walking down a sidewalk ; a man talking on a cell phone outside ; a little boy that is standing in the street,2
292,,GENERAL,30.573127369100000,114.254163309000006,2.000000000000000,272.000000000000000,10141050150512161193984.000000000000000,10141050150512160551100_right_218.jpg,a white car parked in front of a building;a car parked in front of a building;a white car parked outside of a building;a car parked in front of a brick building;a white car parked outside of a brick building,a brick building with a large red door ; a black and white photo of a person on a bicycle ; a white van parked in front of a tall building ; a car parked in front of a building ; a car parked in front of a tall building ; a silver car parked in front of a building ; a white truck parked on the side of a street ; a white car parked in front of a building,6
293,德望街,GENERAL,30.604281397899999,114.271680254000003,2.000000000000000,113.000000000000000,10141022121127141441536.000000000000000,10141022121127141303000_right_330.jpg,a row of buildings on a city street;a row of buildings in an alley way;a row of buildings that have a lot of windows;a row of buildings on a city street with lots of windows;a row of buildings that have a lot of windows on them,a person sitting on a bench on a narrow street ; a group of people walking down a city street ; a sign on the side of a building ; a row of buildings on a city street,6
294,碧波街,GENERAL,30.644768374500000,114.269919603000005,2.000000000000000,240.000000000000000,10141031121224114110464.000000000000000,10141031121224113432200_right_319.jpg,two people sitting on a sidewalk near a building;two people sitting on the ground in front of a building;two people sitting on a sidewalk near a red wall;two people sitting on a sidewalk near a red building;a man and a woman sitting on a sidewalk,a city street with a row of buildings ; a group of people riding motorcycles down a street ; a group of people standing next to each other ; two people sitting on a sidewalk near a building,2
295,拦江路,GENERAL,30.546890045100003,114.266652678000000,2.000000000000000,105.000000000000000,10141003150323154419712.000000000000000,10141003150323154539300_right_279.jpg,a wet street with a car driving down it;a wet street with cars and people walking on the sidewalk;a wet street with cars and people walking down the street;a rain soaked street with a car driving down a street;a wet street with cars and people walking down the sidewalk,a car driving down a street past tall buildings ; a person walking down a sidewalk in front of a store ; a yellow bus driving down a street next to tall buildings ; a wet street with a car driving down it,4
296,,GENERAL,30.536675171399999,114.260026324999998,2.000000000000000,233.000000000000000,10141003150524162244608.000000000000000,10141003150524162125500_right_227.jpg,a bed with a canopy and a brick wall;a bed with a cover over it;a red and blue striped umbrella sitting inside of a building;a red and blue striped umbrella sitting inside of a brick building;a bed with a cover over it and a brick wall,a group of people walking down a street ; a city street filled with lots of bags of trash ; towels hanging on a rack in a room ; a bed with a canopy and a brick wall,6
297,中山大道,GENERAL,30.607982750000001,114.302739742000000,2.000000000000000,22.000000000000000,10141050150625113800704.000000000000000,10141050150625112922800_right_295.jpg,a street sign on a city street corner;a street sign on the corner of a city street;a street sign on the corner of a street;a street sign in front of a building;a street sign on the corner of an old city street,a view of a city street from the sidewalk ; a group of people walking down a street ; a man riding a bike down a city street ; a street sign on a city street corner,2
298,,GENERAL,30.541687259800000,114.200419668999999,2.000000000000000,40.000000000000000,10141003150524130787328.000000000000000,10141003150524130458000_right_151.jpg,a car parked on the side of the road;a car parked on the side of a street;a car parked on the side of a road near a building;a car parked on the side of a street near a tree;a car parked in front of a house next to a tree,a view of a street from the side of the road ; a red car driving down a road next to tall buildings ; a small garden in the middle of the yard ; a car parked on the side of the road,8
299,,GENERAL,30.617462594900001,114.204150593999998,2.000000000000000,270.000000000000000,10141050150727131856896.000000000000000,10141050150727131922900_right_337.jpg,a silver car parked in front of a tall building;a car parked in front of a tall building;a car parked on the side of the road;a silver car parked in front of a building;a car parked on the side of the road in front of a building,a city street lined with tall buildings on each side ; a white car parked on the side of a road ; an umbrella on the ground near a building ; a silver car parked in front of a tall building,6
300,长堤街,GENERAL,30.571900551700001,114.269375007999997,2.000000000000000,114.000000000000000,10141019131230094884864.000000000000000,10141019131230094905900_right_344.jpg,a couple of people walking down a street;a couple of people walking around a building;a couple of people walking past a store;a couple of people that are walking down a street;a couple of people walking down a street in front of a building,a city street with people cars and buildings ; a city street filled with lots of traffic ; a city street filled with lots of traffic ; a couple of people walking down a street,6
301,红建街,GENERAL,30.530100153700001,114.250138711000005,2.000000000000000,34.000000000000000,10141019121209109905408.000000000000000,10141019121209110042400_right_321.jpg,an alley with a blue door and two buildings;an alley with a blue door and some buildings;an alley with a blue door and a brick building;an alley with a brick wall and a blue door;an alley with a blue door and a brick wall,a group of people walking down a street ; a couple of people that are walking down a sidewalk ; a couple of cars parked in front of a building ; an alley with a blue door and two buildings,6
302,西马路,GENERAL,30.596271191900001,114.284899795000001,2.000000000000000,305.000000000000000,10141035140613134090240.000000000000000,10141035140613133432200_right_57.jpg,a couple of cars parked on the side of a street;a couple of cars parked in front of a building;a couple of cars parked in front of a store;a couple of cars that are parked outside of a building;a couple of cars parked on the side of a road,a city street filled with lots of traffic ; a city street with parked cars and buildings ; a couple of cars parked on the side of a road ; a couple of cars parked on the side of a street,6
303,民主路,GENERAL,30.546830654099999,114.324188874000001,2.000000000000000,85.000000000000000,10141003150325094285312.000000000000000,10141003150325094712400_right_343.jpg,a man standing in front of a store;a man standing in front of a building;a man standing in the grass in front of a store;a man standing in the grass in front of a building;a man standing in the grass outside a store,a city street with cars driving down the road ; a white car driving down a street next to trees ; a fire hydrant is in a fenced in area ; a man standing in front of a store,10
